iter	Logloss
0	0.5116775916
1	0.378107161
2	0.2809314209
3	0.2103380195
4	0.1610747898
5	0.1241075791
6	0.09704441403
7	0.0751455468
8	0.06117614179
9	0.04889338416
10	0.04026757051
11	0.03406000206
12	0.02915692909
13	0.02488457457
14	0.02163684283
15	0.0192781784
16	0.01697388841
17	0.01504372254
18	0.01348238987
19	0.01225541897
20	0.01117812581
21	0.01011089262
22	0.009330239248
23	0.00869554375
24	0.008059151694
25	0.007564300461
26	0.007084618652
27	0.006703292863
28	0.006370498046
29	0.006118425143
30	0.005811679005
31	0.005558209699
32	0.005232514912
33	0.004959357484
34	0.004787490774
35	0.00459231157
36	0.004430245262
37	0.004214857099
38	0.004057971534
39	0.003929441408
40	0.003777460308
41	0.003638685347
42	0.003539779156
43	0.00345407194
44	0.003361895702
45	0.003265319464
46	0.00317816059
47	0.00309505756
48	0.003002113539
49	0.002924955283
50	0.002831937247
51	0.002763316014
52	0.002697722595
53	0.002638977144
54	0.002571098624
55	0.00251617418
56	0.002469649642
57	0.002395183402
58	0.002319226108
59	0.002268770734
60	0.002218458444
61	0.002175067798
62	0.002135791492
63	0.00209771376
64	0.002068821112
65	0.002022892109
66	0.001990559105
67	0.001960632115
68	0.0019013793
69	0.001874294745
70	0.001833320858
71	0.001782240274
72	0.001761357331
73	0.001734134977
74	0.001711999568
75	0.001685683137
76	0.001661708768
77	0.001634462367
78	0.001612226339
79	0.001585580931
80	0.001548229198
81	0.001527678131
82	0.001500493297
83	0.00147927609
84	0.001444962744
85	0.001427548979
86	0.001411461694
87	0.001392626455
88	0.001378258666
89	0.001354717901
90	0.001339877539
91	0.001326406974
92	0.00131283579
93	0.001297186714
94	0.001285749699
95	0.001273397724
96	0.001271417213
97	0.00125528047
98	0.001255222571
99	0.001238144774
100	0.001231327248
101	0.001218559575
102	0.001206113716
103	0.001195611872
104	0.001185122051
105	0.001171314665
106	0.001158444667
107	0.001145959412
108	0.00113119622
109	0.001128035639
110	0.001118514159
111	0.001118514159
112	0.001118519105
113	0.001111699447
114	0.001100733215
115	0.001100730487
116	0.001087835248
117	0.001080756365
118	0.001080828163
119	0.001076606722
120	0.001076592823
121	0.001076592823
122	0.001075439358
123	0.001075242893
124	0.00107280959
125	0.001063639002
126	0.001063639002
127	0.001063639002
128	0.001063639002
129	0.001063639002
130	0.001063639002
131	0.001063639002
132	0.001063639002
133	0.001063639002
134	0.001063639002
135	0.001063639002
136	0.001063639002
137	0.001063639002
138	0.001063639002
139	0.001063639002
140	0.001063639002
141	0.001063639002
142	0.001063639002
143	0.001063639002
144	0.001063639002
145	0.001063639002
146	0.001063639002
147	0.001063639002
148	0.001063639002
149	0.001063639002
150	0.001063639002
151	0.001063639002
152	0.001063639002
153	0.001063639002
154	0.001063639002
155	0.001063639002
156	0.001063639002
157	0.001063639002
158	0.001063639002
159	0.001063639002
160	0.001063639002
161	0.001063639002
162	0.001063639002
163	0.001063639002
164	0.001063639002
165	0.001063639002
166	0.001063639002
167	0.001063639002
168	0.001063639002
169	0.001063639002
170	0.001063639002
171	0.001063639002
172	0.001063639002
173	0.001063639002
174	0.001063639002
175	0.001063639002
176	0.001063639002
177	0.001063639002
178	0.001063639002
179	0.001063639002
180	0.001063639002
181	0.001063639002
182	0.001063639002
183	0.001063639002
184	0.001063639002
185	0.001063639002
186	0.001063639002
187	0.001063639002
188	0.001063639002
189	0.001063639002
190	0.001063639002
191	0.001063639002
192	0.001063639002
193	0.001063639002
194	0.001063639002
195	0.001063639002
196	0.001063639002
197	0.001063639002
198	0.001063639002
199	0.001063639002
200	0.001063639002
201	0.001063639002
202	0.001063639002
203	0.001063639002
204	0.001063639002
205	0.001063639002
206	0.001063639002
207	0.001063639002
208	0.001063639002
209	0.001063639002
210	0.001063639002
211	0.001063639002
212	0.001063639002
213	0.001063639002
214	0.001063639002
215	0.001063639002
216	0.001063639002
217	0.001063639002
218	0.001063639002
219	0.001063639002
220	0.001063639002
221	0.001063639002
222	0.001063639002
223	0.001063639002
224	0.001063639002
225	0.001063639002
226	0.001063639002
227	0.001063639002
228	0.001063639002
229	0.001063639002
230	0.001063639002
231	0.001063639002
232	0.001063639002
233	0.001063639002
234	0.001063639002
235	0.001063639002
236	0.001063639002
237	0.001063639002
238	0.001063639002
239	0.001063639002
240	0.001063639002
241	0.001063639002
242	0.001063639002
243	0.001063639002
244	0.001063639002
245	0.001063639002
246	0.001063639002
247	0.001063639002
248	0.001063639002
249	0.001063639002
